"clusterName","Location","cifsServerName","cifsShareName","cifsSharePath","cifsShareComments","hostingVolume","hostingVolumeUsedSize(GB)"
"snowy","Sydney","snowySVM101","np0020_groupdata3","/np0020_wbcstg_vol1_sv/groupdata3",,"np0020_wbcstg_vol1_sv",
"snowy","Sydney","snowySVM069","MRL Treasury MD","/snowySVM069_vol001/GroupData/MRL Treasury MD",,"snowySVM069_vol001","342"
"snowy","Sydney","snowySVM057","SP13BS1","/snowySVM057_SP13BS1","SharePoint 2013 - Owner Paul Debelak pdebelak@westpac.com.au","snowySVM057_SP13BS1","18112"
"snowy","Sydney","snowySVM056","PROD_TM1_Sync_Files_secure","/snowySVM056_TM1/PROD_TM1_Sync_Files",,"snowySVM056_TM1","11"
"snowy","Sydney","snowySVM060","Data Systems Management","/snowySVM060_vol002/data_sm","Data Systems Management","snowySVM060_vol002","6630"
"snowy","Sydney","snowySVM053","snowySVM053_vol001","/vol/snowySVM053_vol001",,"snowySVM053_vol001","7377"
"snowy","Sydney","snowySVM068","HoPRM","/snowySVM068_vol001/GroupData/HoPRM",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM056","PROD_DigiDash_Sync_secure","/snowySVM056_TM1/PROD_DigiDash_Sync",,"snowySVM056_TM1","11"
"snowy","Sydney","snowySVM056","Qlikview_secure","/snowySVM056_Qlikview",,"snowySVM056_Qlikview","5547"
"snowy","Sydney","snowySVM053","Group Policy Documents","/vol/snowySVM053_vol002/GroupData/Group Policy Documents","INC000015024819_Group Policy Documents","snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM050","Sales Practice Remediation","/vol/snowySVM050_vol002/GroupData/Sales Practice Remediation","INC000014663093_Sales Practice Remediation","snowySVM050_vol002","1246"
"snowy","Sydney","snowySVM068","GTS_Transformation","/snowySVM068_vol001/GroupData/GTS Transformation",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM075","Home2","/snowySVM075_vol003/home2",,"snowySVM075_vol003","7416"
"snowy","Sydney","snowySVM062","CUST_REL","/snowySVM062_vol001/groupdata/Corporate/CUST_REL",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM055","snowySVM055_vol008","/snowySVM055_vol008",,"snowySVM055_vol008","6"
"snowy","Sydney","snowySVM067","CFOFiles","/snowySVM067_vol003/LegacyData3/CFOFiles","CFOFiles","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM063","snowySVM063_vol001_clone","/snowySVM063_vol001_clone","CRQ000007195505 Flexclone of snowySVM063_vol001","snowySVM063_vol001_clone","7377"
"snowy","Sydney","snowySVM051","Sales&ServiceHomeU104Link5","/vol/snowySVM051_vol001/Sales&ServiceHomeU104Link5",,"snowySVM051_vol001","4786"
"snowy","Sydney","snowySVM067","np0024_group5_dr","/snowySVM067_vol005",,"snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM055","DFM_Reports","/snowySVM055_DFM_Reports",,"snowySVM055_DFM_Reports","7"
"snowy","Sydney","snowySVM067","Derivs2","/snowySVM067_vol003/LegacyData3/Derivs2","Derivs2","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM055","Originations","/snowySVM055_vol002/GroupData/Originations","INC000015196479_Originations","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","BSG_HRFIN","/snowySVM067_vol001/LegacyData1/BSG_HRFIN","BSG_HRFIN","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM063","Profiles2","/snowySVM063_vol004/profiles2",,"snowySVM063_vol004","1318"
"snowy","Sydney","snowySVM068","cash_rdrive","/snowySVM068_vol001/GroupData/cash_rdrive",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM050","NSW_ACT SME","/vol/snowySVM050_vol002/GroupData/NSW_ACT SME","INC000016184796_NSW_ACT SME","snowySVM050_vol002","1246"
"snowy","Sydney","snowySVM060","dss","/snowySVM060_vol003/legacydata3/dss",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM058","Property Finance HO","/snowySVM058_Property_Finance_HO","INC000017911876_Property Finance HO","snowySVM058_Property_Finance_HO","18"
"snowy","Sydney","snowySVM060","BCBP&P","/snowySVM060_vol002/legacydata2/BCBP&P",,"snowySVM060_vol002","6630"
"snowy","Sydney","snowySVM060","SCDatabase","/snowySVM060_vol004/legacydata4/SCDatabase",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM055","BluePrismLogArchives-test","/snowySVM055_vol004/GroupData/BluePrismLogArchives-test","INC000017837912_BluePrismLogArchives-test","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM055","SEO_NPS","/snowySVM055_vol002/GroupData/SEO_NPS","INC000016943809_SEO_NPS","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","TRADBANK","/snowySVM067_vol002/LegacyData2/TRADBANK",,"snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM055","Business Integration - Portfolio Managers","/snowySVM055_vol004/GroupData/Business Integration - Portfolio Managers","INC000017639695_Business Integration - Portfolio Managers","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM055","BEAR Implementation","/snowySVM055_vol004/GroupData/BEAR Implementation","INC000017711987_BEAR Implementation","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM067","Planner","/snowySVM067_vol002/Planner","Planner","snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM055","Infrastructure Delivery","/snowySVM055_vol002/GroupData/Infrastructure Delivery","INC000014706081_Infrastructure Delivery","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM068","FMCalypso_database_dmp_files","/snowySVM068_vol001/GroupData/FMCalypso_database_dmp_files","INC000015245184_FMCalypso_database_dmp_files","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM055","DMPS LT","/snowySVM055_vol004/GroupData/DMPS LT","INC000018805786_DMPS LT","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM060","DRTEST2","/snowySVM060_vol002/legacydata2/DRTEST2",,"snowySVM060_vol002","6630"
"snowy","Sydney","snowySVM055","Enterprise Testing - Corporate Systems","/snowySVM055_vol002/GroupData/Enterprise Testing - Corporate Systems","INC000016229081_Enterprise Testing - Corporate Systems","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM053","HR Files","/vol/snowySVM053_vol002/GroupData/HR Files","INC000015619737_HR Files","snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM055","FileOptics","/snowySVM055_vol002/GroupData/FileOptics","INC000014849326_FileOptics","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM060","Business_Acquisition_Group","/snowySVM060_vol002/legacydata2/Business_Acquisition_Group",,"snowySVM060_vol002","6630"
"snowy","Sydney","snowySVM051","Sales&ServiceProfileU104Link5","/vol/snowySVM051_vol001/Sales&ServiceProfileU104Link5",,"snowySVM051_vol001","4786"
"snowy","Sydney","snowySVM065","np0001_profiles1_dr","/snowySVM065_vol003",,"snowySVM065_vol003","9"
"snowy","Sydney","snowySVM055","EPSRepositoryArchive","/snowySVM055_vol002/GroupData/EPSRepositoryArchive","INC000013582765 Archived EPS Customer Repository Excel files","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM060","CREDIT","/snowySVM060_vol003/legacydata3/CREDIT",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM055","InvoiceFinanceRisk","/snowySVM055_vol006/InvoiceFinanceRisk","INC000017799692_InvoiceFinanceRisk","snowySVM055_vol006","3"
"snowy","Sydney","snowySVM055","MySS","/snowySVM055_vol002/GroupData/MySS",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM053","Trade SWIFT","/vol/snowySVM053_vol002/GroupData/Trade SWIFT",,"snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM051","Sales&ServiceGroupdataU104","/vol/snowySVM051_vol002/Sales&ServiceGroupdataU104",,"snowySVM051_vol002","2056"
"snowy","Sydney","snowySVM056","Investor_Relations_Archive","/snowySVM056_InvestorRelationsArchive",,"snowySVM056_InvestorRelationsArchive","189"
"snowy","Sydney","snowySVM067","TFT_Report","/snowySVM067_vol003/legacydata3/TFT_Report","INC000018758923_TFT_Report","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM062","PCIRiskProg","/snowySVM062_vol001/groupdata/Corporate/PCIRiskProg",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM060","07. Performance and reward","/snowySVM060_vol003/legacydata3/07. Performance and reward","INC000019495285_07. Performance and reward","snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM055","CorpITHomeU104Link5","/snowySVM055_vol001/CorpITHomeU104Link5",,"snowySVM055_vol001","52459"
"snowy","Sydney","snowySVM067","Finconx","/snowySVM067_vol003/LegacyData3/Finconx","Finconx","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM062","WIB","/snowySVM062_vol002/groupdata/WIB",,"snowySVM062_vol002","24215"
"snowy","Sydney","snowySVM050","RetailHomeU104Link7","/vol/snowySVM050_vol001/RetailHomeU104Link7",,"snowySVM050_vol001","7857"
"snowy","Sydney","snowySVM067","treasury","/snowySVM067_vol003/LegacyData3/treasury","treasury","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM055","TeradataDBATeam","/snowySVM055_vol002/GroupData/TeradataDBATeam",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM062","Group Risk","/snowySVM062_vol001/groupdata/Group Risk",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM055","Finance","/snowySVM055_vol004/GroupData/Finance","INC000017856669_Finance","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM060","URN","/snowySVM060_vol002/legacydata2/URN",,"snowySVM060_vol002","6630"
"snowy","Sydney","snowySVM077","treasury2","/snowySVM077_vol002/groupdata/treasury2",,"snowySVM077_vol002","16853"
"snowy","Sydney","snowySVM064","GroupData","/snowySVM064_vol001/Groupdata","GroupData-manual_caching","snowySVM064_vol001","1087"
"snowy","Sydney","snowySVM056","CEPRD1","/snowySVM056_CEPRD1",,"snowySVM056_CEPRD1","11"
"snowy","Sydney","snowySVM067","Datafile","/snowySVM067_vol003/LegacyData3/Datafile","Datafile","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM057","SP13BS2","/snowySVM057_SP13BS2","SharePoint 2013 - Owner Paul Debelak pdebelak@westpac.com.au","snowySVM057_SP13BS2","834"
"snowy","Sydney","snowySVM067","options","/snowySVM067_vol003/LegacyData3/options","options","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM053","snowySVM053_vol002","/vol/snowySVM053_vol002",,"snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM069","ET Dashboard","/snowySVM069_vol001/GroupData/ET Dashboard","INC000017190645_ET Dashboard","snowySVM069_vol001","342"
"snowy","Sydney","snowySVM055","CorpITProfileU104Link7","/snowySVM055_vol001/CorpITProfileU104Link7",,"snowySVM055_vol001","52459"
"snowy","Sydney","snowySVM053","Sales Practices Remediation","/vol/snowySVM053_vol002/GroupData/Sales Practices Remediation","INC000014761692_Sales_Practices_Remediation","snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM060","POP&P","/snowySVM060_vol006/groupdata/POP&P",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM067","ibdeal","/snowySVM067_vol003/ibdeal","ibdeal","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM062","MCCS","/snowySVM062_vol001/groupdata/Corporate/MCCS",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM060","fbs","/snowySVM060_vol001/legacydata1/fbs",,"snowySVM060_vol001","19701"
"snowy","Sydney","snowySVM051","VIC Westpac Premium RA101","/vol/snowySVM051_vol002/GroupData/VIC Westpac Premium RA101","INC000019686591_VIC Westpac Premium RA101","snowySVM051_vol002","2056"
"snowy","Sydney","snowySVM055","GTS SUVC","/snowySVM055_vol002/GroupData/GTS SUVC","INC000015182291_GTS SUVC","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM066","CreditRiskAssurance","/snowySVM066_vol001/CreditRiskAssurance",,"snowySVM066_vol001","57517"
"snowy","Sydney","snowySVM067","crdl24-trans","/snowySVM067_vol004/LegacyData4/crdl24-trans","crdl24-trans","snowySVM067_vol004","24973"
"snowy","Sydney","snowySVM050","BankSA Homestart Applications","/vol/snowySVM050_vol002/GroupData/BankSA Homestart Applications","INC000018373977_BankSA Homestart Applications","snowySVM050_vol002","1246"
"snowy","Sydney","snowySVM060","DRTEST4","/snowySVM060_vol004/legacydata4/DRTEST4",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM077","LegacyData 2","/snowySVM077_vol003/legacydata2",,"snowySVM077_vol003","4100"
"snowy","Sydney","snowySVM062","FMES","/snowySVM062_vol002/groupdata/WIB/FMES",,"snowySVM062_vol002","24215"
"snowy","Sydney","snowySVM067","~progdesign2","/snowySVM067_vol005/LegacyData5/~progdesign2","~progdesign2","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM053","EBS Operational Excellence Leadership","/vol/snowySVM053_vol002/GroupData/EBS Operational Excellence Leadership",,"snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM062","Corporate2","/snowySVM062_vol002/groupdata/Corporate2",,"snowySVM062_vol002","24215"
"snowy","Sydney","snowySVM077","IT Efficiency Project","/snowySVM077_vol004/GroupData2/IT Efficiency Project","IT Efficiency Project","snowySVM077_vol004","3975"
"snowy","Sydney","snowySVM067","MktSales","/snowySVM067_vol003/LegacyData3/MktSales","MktSales","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM060","temptemp","/snowySVM060_vol004/legacydata4/MRKTRISK/MRM",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM077","Treasury","/snowySVM077_vol004/GroupData2/Treasury","Treasury","snowySVM077_vol004","3975"
"snowy","Sydney","snowySVM068","Project Bolt","/snowySVM068_vol001/GroupData/Project Bolt","INC000016301487_Project Bolt","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM062","BUSRISK","/snowySVM062_vol001/groupdata/Corporate/BUSRISK",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM068","Project Cynosure","/snowySVM068_vol001/GroupData/Project Cynosure","INC000018252444_Project Cynosure","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM060","np0012_group2_dr","/snowySVM060_vol002",,"snowySVM060_vol002","6630"
"snowy","Sydney","snowySVM060","files1","/snowySVM060_vol002/legacydata2/files1",,"snowySVM060_vol002","6630"
"snowy","Sydney","snowySVM050","BoM ExCo and Board Drive","/vol/snowySVM050_vol002/GroupData/BoM ExCo and Board Drive","INC000015212835_BoM ExCo and Board Drive","snowySVM050_vol002","1246"
"snowy","Sydney","snowySVM055","SAS Operating Model","/snowySVM055_vol004/GroupData/SAS Operating Model","INC000017934802_SAS Operating Model","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM067","LegacyData5","/snowySVM067_vol005/legacydata5",,"snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM066","Credit_Policy","/snowySVM066_vol001/GroupData/Credit Policy",,"snowySVM066_vol001","57517"
"snowy","Sydney","snowySVM060","C_I-PFG","/snowySVM060_vol003/legacydata3/C_I-PFG",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM060","dsscopy","/snowySVM060_vol003/legacydata3/dsscopy",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM053","PCS Management","/vol/snowySVM053_vol002/GroupData/PCS Management","INC000016185143_PCS Management","snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM055","Collaboration_AVTeam","/snowySVM055_vol004/GroupData/Collaboration_AVTeam","INC000018662621_Collaboration_AVTeam","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM068","Bianca Patterson HR Folder","/snowySVM068_vol001/GroupData/Bianca Patterson HR Folder","INC000014479853_ Bianca Patterson HR Folder","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM067","Payments Maintenance","/snowySVM067_vol006/groupdata/Payments Maintenance","\\snowySVM024\GroupData\Payments Maintenance","snowySVM067_vol006","20804"
"snowy","Sydney","snowySVM068","ipcnice_archive","/snowySVM068_ipcnice_archive",,"snowySVM068_ipcnice_archive","51905"
"snowy","Sydney","snowySVM067","Engineering & Sustainability","/snowySVM067_vol005/LegacyData5/Engineering & Sustainability","Engineering & Sustainability","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM060","WEFO_secure","/snowySVM060_vol006/GroupData/WEFO",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM077","Treasury5","/snowySVM077_vol004/groupdata2/Treasury5","Test for Hritvi Shah","snowySVM077_vol004","3975"
"snowy","Sydney","snowySVM068","WIB Data Transformation","/snowySVM068_vol001/GroupData/WIB Data Transformation","INC000018057095_WIB Data Transformation","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM056","CEPRD1_secure","/snowySVM056_CEPRD1",,"snowySVM056_CEPRD1","11"
"snowy","Sydney","snowySVM055","CorpITHomeU104Link9","/snowySVM055_vol001/CorpITHomeU104Link9",,"snowySVM055_vol001","52459"
"snowy","Sydney","snowySVM077","AppData","/snowySVM077_vol002/GroupData/AppData","AppData","snowySVM077_vol002","16853"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_VIC_SG3$","/snowySVM058_vol001/FileSrv/Users/Retail/VIC/SG3",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM055","BluePrismLogArchives","/snowySVM055_vol004/GroupData/BluePrismLogArchives","INC000017837911_BluePrismLogArchives","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM053","PBS Admin","/vol/snowySVM053_vol002/GroupData/PBS Admin",,"snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM062","RISKMAN","/snowySVM062_vol001/groupdata/Corporate/RISKMAN",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM055","BSA_Rural_Commercial","/snowySVM055_vol002/GroupData/BSA Rural Commercial",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM073","home","/snowySVM073_vol001/home",,"snowySVM073_vol001","8000"
"snowy","Sydney","snowySVM094","RetailSTG_NSW_UEC","/snowySVM094_vol002",,"snowySVM094_vol002","2"
"snowy","Sydney","snowySVM064","sp0099_group2_dr","/snowySVM064_vol002",,"snowySVM064_vol002","83"
"snowy","Sydney","snowySVM068","WIB Risk Share Drive","/snowySVM068_vol001/GroupData/WIB Risk Share Drive","INC000018884809_WIB Risk Share Drive","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM055","Human Centred Design","/snowySVM055_vol002/GroupData/Human Centred Design",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM056","a001c7_PR","/snowySVM056_a001c7_PR","INC000018130474_a001c7_PR","snowySVM056_a001c7_PR","2"
"snowy","Sydney","snowySVM073","np0005_home1","/snowySVM073_vol001",,"snowySVM073_vol001","8000"
"snowy","Sydney","snowySVM053","Operational Excellence Admin","/vol/snowySVM053_vol002/GroupData/Operational Excellence Admin",,"snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM075","EmmaPaul","/snowySVM075_vol002/home1/M017778/EmmaPaul",,"snowySVM075_vol002","5036"
"snowy","Sydney","snowySVM055","Consumer Digital Change Management","/snowySVM055_vol004/GroupData/Consumer Digital Change Management","INC000017984415_Consumer Digital Change Management","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM055","snowySVM055_vol004","/snowySVM055_vol004",,"snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM067","Boffice","/snowySVM067_vol003/LegacyData3/Boffice","Boffice","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM055","KnowIT Migration Project","/snowySVM055_vol002/GroupData/KnowIT Migration Project",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM051","Sales&ServiceHomeU104Link1","/vol/snowySVM051_vol001/Sales&ServiceHomeU104Link1",,"snowySVM051_vol001","4786"
"snowy","Sydney","snowySVM068","Transactional Surveillance","/snowySVM068_vol001/GroupData/Horizon Tech Delivery - Palantir",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM067","enron","/snowySVM067_vol004/LegacyData4/enron","enron","snowySVM067_vol004","24973"
"snowy","Sydney","snowySVM068","ZetarisWIBInsights","/snowySVM068_vol001/GroupData/ZetarisWIBInsights","INC000014870872_ZetarisWIBInsights","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM067","risk","/snowySVM067_vol003/LegacyData3/risk","risk","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM055","CCD","/snowySVM055_vol002/GroupData/CCD",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM064","Chairman","/snowySVM064_vol002/grpdata/corporate/Chairman","Chairman","snowySVM064_vol002","83"
"snowy","Sydney","snowySVM050","GMRetail","/vol/snowySVM050_vol002/GroupData/GMRetail","INC000019493924_GMRetail","snowySVM050_vol002","1246"
"snowy","Sydney","snowySVM051","snowySVM051_vol001","/vol/snowySVM051_vol001",,"snowySVM051_vol001","4786"
"snowy","Sydney","snowySVM062","snowySVM062_vol001_sv","/snowySVM062_vol001_sv",,"snowySVM062_vol001_sv","76632"
"snowy","Sydney","snowySVM051","Bid and Tech","/vol/snowySVM051_vol002/GroupData/Bid and Tech","INC000019721279_Bid and Tech","snowySVM051_vol002","2056"
"snowy","Sydney","snowySVM060","Infrastructure Securities","/snowySVM060_vol006/groupdata/Infrastructure Securities",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM051","Sales&ServiceProfileU104Link9","/vol/snowySVM051_vol001/Sales&ServiceProfileU104Link9",,"snowySVM051_vol001","4786"
"snowy","Sydney","snowySVM051","Service Excellence Team","/vol/snowySVM051_vol002/GroupData/Service Excellence Team","INC000017234346_Service Excellence Team","snowySVM051_vol002","2056"
"snowy","Sydney","snowySVM055","ECM Agile Release Train Shared Drive","/snowySVM055_vol004/GroupData/ECM Agile Release Train Shared Drive","INC000018682813_ECM Agile Release Train Shared Drive","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM068","Anton_Camilleri_HR_Folder","/snowySVM068_vol001/GroupData/Anton Camilleri HR Folder",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM060","Cookcove","/snowySVM060_vol006/groupdata/Cookcove",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM067","Euclid","/snowySVM067_vol003/LegacyData3/Euclid","Euclid","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM055","KWVC","/snowySVM055_vol002/GroupData/KWVC","INC000016365198_KWVC","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM060","Treasury","/snowySVM060_vol003/legacydata3/Treasury",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM062","Enterprise Reward","/snowySVM062_vol001/groupdata/Corporate/Enterprise Reward",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM062","DataAnalytics","/snowySVM062_vol004/DataAnalytics",,"snowySVM062_vol004","32935"
"snowy","Sydney","snowySVM067","LegacyData2","/snowySVM067_vol002/legacydata2",,"snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM100","lk_np0001_home1_sv","/lk_np0001_home1_sv",,"lk_np0001_home1_sv","160"
"snowy","Sydney","snowySVM056","DCPKFile","/snowySVM056_DCPKFile","(DCPK) Deal Capture and Position Keeping - Owner Robert Meta Robert.Meta@au1.ibm.com","snowySVM056_DCPKFile","365"
"snowy","Sydney","snowySVM068","Data Management","/snowySVM068_vol001/GroupData/Data Management","INC000016523680_Data Management","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM075","np0019_home2","/snowySVM075_vol003",,"snowySVM075_vol003","7416"
"snowy","Sydney","snowySVM055","CorpITHomeU104Link1","/snowySVM055_vol001/CorpITHomeU104Link1",,"snowySVM055_vol001","52459"
"snowy","Sydney","snowySVM055","Compliance Incident Tracking","/snowySVM055_vol004/GroupData/Compliance Incident Tracking","INC000018868143_Compliance Incident Tracking","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM051","SANT Shared Files","/vol/snowySVM051_vol002/GroupData/SANT Shared Files",,"snowySVM051_vol002","2056"
"snowy","Sydney","snowySVM055","Royal Commission Response","/snowySVM055_vol002/GroupData/Royal Commission Response","INC000016798484_Royal Commission Response","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM053","Portfolio_Application & Best Sourcing","/vol/snowySVM053_vol002/GroupData/Portfolio_Application & Best Sourcing","INC000017742062_Portfolio_ Application & Best Sourcing","snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM052","ContactCentresHomeU104Link7","/vol/snowySVM052_vol001/ContactCentresHomeU104Link7",,"snowySVM052_vol001","622"
"snowy","Sydney","snowySVM069","Strategy & Transformation","/snowySVM069_vol001/GroupData/Strategy & Transformation",,"snowySVM069_vol001","342"
"snowy","Sydney","snowySVM060","snowySVM060_vol003_cINC15010845","/snowySVM060_vol003_cINC15010845","CRQ000007250848 FlexClone of snowySVM060_vol003","snowySVM060_vol003_cINC15010845","3298"
"snowy","Sydney","snowySVM068","Project Stonemason","/snowySVM068_vol001/GroupData/Project Stonemason",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM067","Strat_fin","/snowySVM067_vol001/Strat_fin","strat_fin","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM077","np0020_group2","/snowySVM077_vol002",,"snowySVM077_vol002","16853"
"snowy","Sydney","snowySVM060","Infrautilities","/snowySVM060_vol006/groupdata/Infrautilities",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM067","IBM_JAVA","/snowySVM067_vol001/IBM_JAVA","IBM_JAVA","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM055","Regional NSW Operations Team","/snowySVM055_vol002/GroupData/Regional NSW Operations Team","INC000016526760_Regional NSW Operations Team","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM077","ContactCentres","/snowySVM077_vol002/GroupData/ContactCentres","ContactCentres","snowySVM077_vol002","16853"
"snowy","Sydney","snowySVM053","Group Tech - Royal Commission","/vol/snowySVM053_vol002/GroupData/Group Tech - Royal Commission","INC000017103961_Group Tech - Royal Commission","snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM060","IT Stability","/snowySVM060_vol006/groupdata/IT Stability",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM055","WorkplaceAD","/snowySVM055_vol004/GroupData/WorkplaceAD","INC000018910504_WorkplaceAD","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM055","CustomerAdvocate","/snowySVM055_vol002/Groupdata/CustomerAdvocate",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM060","LegacyData2","/snowySVM060_vol002/legacydata2",,"snowySVM060_vol002","6630"
"snowy","Sydney","snowySVM068","WIB CAS Program (Contractor View)","/snowySVM068_vol001/GroupData/WIB CAS Program (Contractor View)","INC000018680298_WIB CAS Program (Contractor View)","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM056","H0_002TD","/snowySVM056_H0_002TD",,"snowySVM056_H0_002TD","5"
"snowy","Sydney","snowySVM067","Capman","/snowySVM067_vol001/Capman","Capman","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM100","cs_np0001_home1_sv","/cs_np0001_home1_sv/vault",,"cs_np0001_home1_sv","1339"
"snowy","Sydney","snowySVM063","np0023_home2","/snowySVM063_vol002",,"snowySVM063_vol002","23338"
"snowy","Sydney","snowySVM053","Business & Everyday Banking Invoices","/vol/snowySVM053_vol002/GroupData/Business & Everyday Banking Invoices","INC000016651366_Business & Everyday Banking Invoices","snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM051","TPD_Broker_Conduct_Team","/vol/snowySVM051_vol002/GroupData/TPD-Broker Conduct Team",,"snowySVM051_vol002","2056"
"snowy","Sydney","snowySVM062","PROPERTY","/snowySVM062_vol001/groupdata/Corporate/PROPERTY",,"snowySVM062_vol001","85941"
